"","record_id","treatment_arm","taco_choice","meat_select","chicken_select","age","gender","county_name","state","location","dob","times_visited_chipotle_past_month","ffq_cow_freq","ffq_pig_freq","ffq_attn_freq","ffq_hen_freq","ffq_pb_freq","ffq_fish_freq","ffq_dairy_freq","ffq_eggs_freq","opted_out_all","merged_protein","other_meat_select","block_order","block_order_pre_tacos","bev_type","purpose_guess","education","ethnicity","attention_check","tortilla_type","no_toppings","has_dairy","regular_toppings","premium_toppings","political_party","time_elapsed"
"50",51,"3","Chicken",1,1,24,"Female","Alexander","IL14","Alexander, IL",2001,0,2,2,7,2,1,1,2,2,NA,1,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Mexican Sprite","Learning how color preference relates to food preference","Some college or 2-year degree","Black/African American",1,"Soft flour tortillas",FALSE,FALSE,"White rice","Guacamole","Democrat",320
"51",52,"3","Steak",1,0,51,"Male","Arlington","VA47","Arlington, VA",1974,2,1,1,2,3,1,2,2,4,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Apple juice","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Black/African American",2,"Crispy corn tortillas",FALSE,FALSE,"White rice + Black beans + Cheese","Guacamole","Democrat",545
"52",53,"3","Chicken",1,1,30,"Female","El Paso","TX44","El Paso, TX",1995,5,2,3,7,2,1,2,2,2,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Organic watermelon limeade","Learning how many color options to provide across different products","4-year college graduate","Multi: Caucasian + Hispanic",3,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Cheese + Romaine lettuce","Queso blanco","Prefer not to answer",189
"53",54,"3","Veggies (includes guacamole)",0,0,31,"Female","Kenedy","TX44","Kenedy, TX",1994,20,5,2,7,3,4,5,4,3,NA,7,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Organic lemonade","Learning how solid color options affect the shirts people choose","More than 4-year college degree","Native American",7,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Fajita veggies","Queso blanco","Republican",430
"54",55,"3","Steak",1,0,69,"Female","El Dorado","CA05","El Dorado, CA",1956,0,2,3,3,4,1,2,4,3,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Bottled water","Learning how color preference relates to food preference","Some college or 2-year degree","Hispanic",2,"Crispy corn tortillas",FALSE,FALSE,"White rice + Pinto beans + Fresh tomato salsa + Cheese + Romaine lettuce","Guacamole","Republican",266
"55",56,"1","Steak",1,0,22,"Male","Oneida","NY33","Oneida, NY",2003,5,5,4,7,1,7,7,6,5,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Shirt-Pen","Apple juice","Learning how color preference relates to food preference","4-year college graduate","Black/African American",2,"Soft flour tortillas",FALSE,FALSE,"White rice","Guacamole","Republican",312
"56",57,"3","Steak",1,0,31,"Female","Bradley","TN43","Bradley, TN",1994,0,4,1,3,4,1,1,5,1,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Mexican Coca-Cola","Learning how many color options to provide across different products","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Pinto beans + Tomatillo red chili salsa + Sour cream + Cheese","Queso blanco","Independent",101
"57",58,"1","Steak",1,0,24,"Female","Chesterfield","VA47","Chesterfield, VA",2001,1,2,2,3,4,3,2,1,5,NA,2,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Organic watermelon limeade","Learning how color preference relates to food preference","Some college or 2-year degree","Other",2,"Crispy corn tortillas",FALSE,TRUE,"White rice + Tomatillo green chili salsa + Sour cream + Fajita veggies + Romaine lettuce","No premium toppings","Independent",774
"58",59,"1","Chicken",1,1,46,"Male","Ramsey","MN24","Ramsey, MN",1979,0,4,3,7,7,1,2,5,5,NA,1,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Bottled water","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"Fresh tomato salsa + Cheese + Romaine lettuce","No premium toppings","Republican",169
"59",60,"2","Chicken",1,1,32,"Female","Collin","TX44","Collin, TX",1993,4,4,1,7,3,1,4,4,4,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Apple juice","Learning whether older people are more likely to select high calorie toppings","More than 4-year college degree","Black/African American",1,"Crispy corn tortillas",FALSE,TRUE,"Pinto beans + Tomatillo red chili salsa + Sour cream + Cheese","","Republican",587
"60",61,"3","Chicken",1,1,26,"Female","Clinton","PA39","Clinton, PA",1999,3,2,2,7,2,2,2,4,2,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Organic mandarin agua fresca","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Pinto beans + Tomatillo green chili salsa + Fajita veggies + Cheese","Queso blanco","Independent",167
"61",62,"1","Steak",1,0,27,"Male","Hennepin","MN24","Hennepin, MN",1998,4,3,3,7,4,1,4,6,3,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","No beverage","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Multi: Caucasian + East Asian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole","Democrat",113
"62",63,"3","Veggies (includes guacamole)",0,0,20,"Male","Loudoun","VA47","Loudoun, VA",2005,15,2,1,2,3,4,4,2,4,NA,7,0,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Bottled water","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Black/African American",7,"Crispy corn tortillas",FALSE,TRUE,"Fajita veggies","Guacamole","Republican",479
"63",64,"3","Chicken",1,1,49,"Female","Blount","AL01","Blount, AL",1976,2,4,2,7,3,1,2,4,2,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Bottled water","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",1,"Crispy corn tortillas",FALSE,FALSE,"Fresh tomato salsa + Cheese + Romaine lettuce","No premium toppings","Republican",188
"64",65,"1","Chicken",1,1,37,"Male","Hamilton","NE28","Hamilton, NE",1988,0,1,4,7,2,1,1,4,1,NA,1,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Fountain drink","Learning how fine-point pen options affect the type of paper people choose","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo red chili salsa + Cheese","Queso blanco","Independent",232
"65",66,"3","Steak",1,0,25,"Female","Richmond city","VA47","Richmond city, VA",2000,1,2,3,3,2,1,3,4,2,NA,2,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","No beverage","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Cheese","Guacamole","Democrat",123
"66",67,"2","Chicken",1,1,23,"Male","Mobile","AL01","Mobile, AL",2002,1,3,4,7,4,2,2,7,6,NA,1,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Organic berry agua fresca","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Multi: Black/African American + Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Cheese + Romaine lettuce","Queso blanco","Democrat",113
"67",68,"1","Veggies (includes guacamole)",0,0,19,"Male","San Diego","CA05","San Diego, CA",2006,3,4,3,2,4,2,2,2,3,NA,7,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Organic berry agua fresca","Learning how many color options to provide across different products","More than 4-year college degree","Black/African American",7,"Crispy corn tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Sour cream","Guacamole","Republican",134
"68",69,"1","Chicken",1,1,42,"Female","Columbia","WA48","Columbia, WA",1983,2,3,5,4,6,5,4,5,3,NA,1,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Shirt-Pen","Organic lemonade","Learning how many color options to provide across different products","Some college or 2-year degree","Native American",1,"Soft flour tortillas",FALSE,FALSE,"Fresh tomato salsa","Guacamole","Democrat",368
"69",70,"2","Sofritas (plant-based protein)",0,0,23,"Female","Washington","VA47","Washington, VA",2002,17,5,6,7,4,3,5,4,5,NA,5,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Organic berry agua fresca","Learning how color preference relates to food preference","4-year college graduate","Black/African American",1,"Soft flour tortillas",FALSE,FALSE,"Black beans","Guacamole","Republican",359
"70",71,"2","Chicken",1,1,27,"Female","Bristol","MA22","Bristol, MA",1998,3,4,2,7,4,1,1,6,3,NA,1,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","No beverage","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Roasted chili corn salsa + Sour cream + Cheese","No premium toppings","Independent",108
"71",72,"1","Chicken",1,1,28,"Male","Bristol","VA47","Bristol, VA",1997,4,5,2,4,4,2,3,2,3,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Apple juice","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Black/African American",1,"Soft flour tortillas",FALSE,FALSE,"White rice","Guacamole","Republican",491
"72",73,"1","Beef barbacoa",1,0,38,"Male","Marion","OR38","Marion, OR",1987,8,4,4,3,3,1,2,2,4,NA,3,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","No beverage","Learning how color preference relates to food preference","4-year college graduate","Caucasian",3,"Crispy corn tortillas",FALSE,TRUE,"White rice + Pinto beans + Tomatillo green chili salsa + Fajita veggies + Cheese","No premium toppings","Democrat",157
"73",74,"2","Veggies (includes guacamole)",0,0,51,"Female","Cook","IL14","Cook, IL",1974,2,1,1,1,1,3,1,1,4,NA,7,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Bottled water","Learning how fine-point pen options affect the type of paper people choose","4-year college graduate","Caucasian",7,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Romaine lettuce","No premium toppings","Independent",274
"74",75,"2","Chicken",1,1,69,"Female","Champaign","IL14","Champaign, IL",1956,0,3,2,7,3,1,2,3,2,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic mandarin agua fresca","Learning how many color options to provide across different products","High school or GED","Black/African American",1,"Soft flour tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Independent",341
"75",76,"1","Steak",1,0,19,"Female","Saline","AR04","Saline, AR",2006,3,4,4,3,3,3,3,3,3,NA,2,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Organic lemonade","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Sour cream + Cheese + Romaine lettuce","Guacamole + Queso blanco","Prefer not to answer",167
"76",77,"2","Chicken",1,1,22,"Female","Richmond","NY33","Richmond, NY",2003,4,2,3,7,3,4,3,5,3,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Organic watermelon limeade","Learning how t-shirt size is related to beverage preference","More than 4-year college degree","Black/African American",1,"Soft flour tortillas",FALSE,TRUE,"White rice","Queso blanco","Republican",243
"77",78,"2","Steak",1,0,32,"Female","Marion","OR38","Marion, OR",1993,1,4,3,7,3,1,1,6,6,NA,2,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","No beverage","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"White rice + Roasted chili corn salsa + Sour cream + Cheese + Romaine lettuce","No premium toppings","Democrat",163
"78",79,"3","Chicken",1,1,30,"Female","Alameda","CA05","Alameda, CA",1995,3,2,2,3,3,2,2,3,3,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Organic lemonade","Learning how plant-based protein options affect the foods people choose","4-year college graduate","East Asian",1,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Roasted chili corn salsa + Sour cream + Romaine lettuce","Guacamole","Democrat",78
"79",80,"3","Chicken",1,1,34,"Female","Washington","OR38","Washington, OR",1991,0,2,2,7,7,1,1,4,2,NA,1,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Organic berry agua fresca","Learning how many color options to provide across different products","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Sour cream + Cheese + Romaine lettuce","Queso blanco","Democrat",347
"80",81,"1","Chicken",1,1,20,"Male","Montgomery","PA39","Montgomery, PA",2005,0,3,2,7,4,1,1,6,1,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Mexican Coca-Cola","Learning how color preference relates to food preference","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Sour cream","Guacamole","Republican",176
"81",82,"2","Chicken",1,1,54,"Female","Gloucester","NJ31","Gloucester, NJ",1971,1,1,1,7,6,1,1,1,6,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Bottled water","Learning how color preference relates to food preference","4-year college graduate","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Sour cream + Fajita veggies + Cheese","Guacamole","Democrat",756
"82",83,"3","Chicken",1,1,41,"Male","Wexford","MI23","Wexford, MI",1984,5,6,1,7,6,1,6,6,6,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Bottled water","Learning how many color options to provide across different products","More than 4-year college degree","Black/African American",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Queso blanco","Democrat",814
"83",84,"1","Steak",1,0,26,"Female","Sacramento","CA05","Sacramento, CA",1999,2,3,3,3,1,1,2,6,2,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Organic mandarin agua fresca","Learning how color preference relates to food preference","Some college or 2-year degree","Multi: Caucasian + East Asian",2,"Soft flour tortillas",FALSE,FALSE,"White rice + Fresh tomato salsa + Roasted chili corn salsa + Cheese + Romaine lettuce","No premium toppings","Democrat",145
"84",85,"3","Steak",1,0,21,"Female","Hancock","IN15","Hancock, IN",2004,2,4,3,7,3,1,1,6,2,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Fountain drink","Learning how plant-based protein options affect the foods people choose","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,FALSE,"Brown rice","No premium toppings","Republican",140
"85",86,"1","Chicken",1,1,30,"Female","Monroe","WI50","Monroe, WI",1995,3,3,2,7,3,1,2,4,2,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Organic berry agua fresca","Learning how color preference relates to food preference","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Cheese","No premium toppings","Independent",147
