record_id,redcap_event_name,redcap_survey_identifier,arm_1_timestamp,block_order_1,shirt_style_1,q_shirt_color_1,shirt_size_1,shirt_material_1,pen_color_1,pen_tip_1,pen_paper_1,protein_1,tortilla_1,topp_1___1,topp_1___2,topp_1___3,topp_1___4,topp_1___5,topp_1___6,topp_1___7,topp_1___8,topp_1___9,topp_1___10,topp_1___11,topp_1___12,topp_1___98,addons_1___1,addons_1___2,addons_1___97,bev_1,arm_1_complete,arm_2_timestamp,block_order_2,shirt_style_2,q_shirt_color_2,shirt_size_2,shirt_material_2,pen_color_2,pen_tip_2,pen_paper_2,protein_2,tortilla_2,topp_2___1,topp_2___2,topp_2___3,topp_2___4,topp_2___5,topp_2___6,topp_2___7,topp_2___8,topp_2___9,topp_2___10,topp_2___11,topp_2___12,topp_2___98,addons_2___1,addons_2___2,addons_2___97,bev_2,arm_2_complete,arm_3_timestamp,block_order_3,shirt_style,q_shirt_color,shirt_size,shirt_material,pen_color,pen_tip,pen_paper,protein_3,tortilla,topp___1,topp___2,topp___3,topp___4,topp___5,topp___6,topp___7,topp___8,topp___9,topp___10,topp___11,topp___12,topp___98,addons___1,addons___2,addons___97,bev,arm_3_complete,stanford_survey_2_timestamp,q_awareness,gender,dob,state,stanford_survey_2_complete,stanford_survey_3_timestamp,cty_al_v2_e22628,cty_ak_v2_929bd2,cty_az_v2_b780e3,cty_ark_v2_955bdf,cty_ca_v2_74012e,cty_col_v2_143aa2,cty_ct_v2_8af58b,cty_de_v2_77b4ae,cty_fla_v2_6e16f0,cty_ga_v2_6b4912,cty_hi_v2_3fe9cc,cty_id_v2_13a608,cty_ill_v2_09efc4,cty_ind_v2_932836,cty_iowa_v2_51d17f,cty_ks_v2_586289,cty_ky_v2_dd7186,cty_lou_v2_11a316,cty_me_v2_76342c,cty_md_v2_86408a,cty_ma_v2_2b0f6e,cty_mi_v2_c533af,cty_mn_v2_a6b8c9,cty_ms_v2_2eb3ea,cty_mo_v2_f7cf0f,cty_mt_v2_eece85,cty_nb_v2_1845de,cty_nv_v2_cbfd57,cty_nh_v2_7f5683,cty_nj_v2_d518e1,cty_nm_v2_2da9b4,cty_ny_v2_72a698,cty_nc_v2_60c0bd,cty_nd_v2_4e52e2,cty_oh_v2_e7c461,cty_ok_v2_eb98bf,cty_or_v2_1c1add,cty_pa_v2_73e5b9,cty_ri_v2_04dfa5,cty_sc_v2_f48d96,cty_sd_v2_8e86fa,cty_tn_v2_de9d03,cty_tx_v2_ef1618,cty_ut_v2_519d25,cty_vt_v2_74ef52,cty_va_v2_ab6104,cty_wa_v2_ee038c,cty_wv_v2_1d9ac9,cty_wi_v2_950d32,cty_wy_v2_ac720c,cty_gu_v2_d42386,cty_pr_v2_a67c59,cty_minor_v2_0217db,cty_vi_v2_941d0b,edu,eth___1,eth___2,eth___3,eth___4,eth___5,eth___6,eth___7,eth___8,eth___9,eth___99,polit,chip,ffq_clothes_freq,ffq_pen_freq,ffq_cow_freq,ffq_pig_freq,ffq_attn_freq,ffq_hen_freq,ffq_pb_freq,ffq_fish_freq,ffq_dairy_freq,ffq_eggs_freq,time_end3,stanford_survey_3_complete,stanford_survey_4_timestamp,protein_1_attn,protein_2_attn,protein_3_attn,opted_out_all,stanford_survey_4_complete
19,august_2024_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:18:06",q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2,3,1,4,1,8,,,1,97,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:18:52",13,1,1985,TN43,2,"2025-01-24 14:19:57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,0,2,0,3,1,1,1,7,4,4,1,2,4,"2025-01-24 17:18:56",2,"2025-01-24 14:20:10",,5,,,2
20,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:18:55",q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material,2,12,5,1,4,3,1,4,2,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,13,2,"2025-01-24 14:19:41",9,2,1985,FL10,2,"2025-01-24 14:21:07",,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,0,1,2,2,1,3,3,7,5,2,4,6,6,"2025-01-24 17:19:47",2,"2025-01-24 14:21:39",,,2,,2
21,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:22:43",q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material,1,3,7,1,4,4,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8,2,"2025-01-24 14:25:33",1,1,1989,CA05,2,"2025-01-24 14:27:46",,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,1,2,3,5,3,2,2,3,1,1,2,1,2,"2025-01-24 17:25:35",2,"2025-01-24 14:28:09",,,2,,2
22,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:18:56",shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper,2,2,5,1,1,2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,2,"2025-01-24 14:19:53",3,2,1978,CT07,2,"2025-01-24 14:21:35",,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,0,2,0,1,1,3,3,7,2,1,2,4,2,"2025-01-24 17:19:56",2,"2025-01-24 14:21:52",,,2,,2
23,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,august_2024_arm_5,,"2025-01-24 14:20:39",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,2,2,4,3,1,2,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:22:19",7,1,1984,IL14,2,"2025-01-24 14:24:25",,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,0,1,3,1,1,2,3,3,4,2,2,4,4,"2025-01-24 16:22:21",2,"2025-01-24 14:24:35",2,,,,2
24,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,august_2024_arm_5,,"2025-01-24 14:19:28",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,2,4,4,3,3,3,8,4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:20:04",3,1,1967,CA05,2,"2025-01-24 14:21:15",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,0,0,3,7,6,5,4,5,6,3,5,4,5,6,"2025-01-24 17:20:08",2,"2025-01-24 14:21:23",3,,,,2
25,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,august_2024_arm_5,,"2025-01-24 14:22:05",shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1,2,7,5,3,1,2,8,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:23:37",4,2,1966,CA05,2,"2025-01-24 14:27:21",,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,4,7,4,1,2,6,1,"2025-01-24 14:23:37",2,"2025-01-24 14:27:46",4,,,,2
26,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,august_2024_arm_5,,"2025-01-24 14:28:35",q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1,3,7,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:29:44",1,1,2002,NY33,2,"2025-01-24 14:34:23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,0,0,0,0,0,1,5,2,2,2,1,7,2,2,2,2,2,"2025-01-24 17:29:46",2,"2025-01-24 14:34:54",1,,,,2
27,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:28:01",shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev,1,2,4,1,4,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,2,2,"2025-01-24 14:32:07",1,1,1999,NY33,2,"2025-01-24 14:36:15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,1,2,2,2,3,3,7,2,1,2,7,4,"2025-01-24 17:32:11",2,"2025-01-24 14:36:36",,,1,,2
28,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,august_2024_arm_5,,"2025-01-24 14:18:42",shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1,2,7,3,1,4,3,1,3,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:19:16",9,1,1995,VA47,2,"2025-01-24 14:20:35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192,,,,,,,,,5,0,1,0,0,0,0,0,0,0,0,1,1,2,1,2,2,7,4,5,4,6,5,"2025-01-24 17:19:21",2,"2025-01-24 14:20:48",3,,,,2
29,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,august_2024_arm_5,,"2025-01-24 14:20:32",shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1,3,8,4,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:23:06",13,1,2000,NY33,2,"2025-01-24 14:25:27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,7,5,4,4,5,5,"2025-01-24 14:23:14",2,"2025-01-24 14:25:44",2,,,,2
30,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,august_2024_arm_5,,"2025-01-24 14:20:04",q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1,1,7,5,3,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:21:01",1,1,1982,LA19,2,"2025-01-24 14:22:39",,,,,,,,,,,,,,,,,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,3,7,2,1,1,1,5,"2025-01-24 16:21:04",2,"2025-01-24 14:22:56",1,,,,2
31,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,august_2024_arm_5,,"2025-01-24 14:21:21",q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,3,2,8,1,8,,,7,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:22:59",9,1,1955,PA39,2,"2025-01-24 14:25:08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,7,2,1,3,4,2,"2025-01-24 17:23:02",2,"2025-01-24 14:25:46",7,,,,2
32,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,august_2024_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:20:10",shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2,1,2,6,1,3,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:20:36",4,2,2001,VA47,2,"2025-01-24 14:24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092,,,,,,,,,6,1,0,0,0,0,0,0,0,0,0,3,6,7,6,7,6,7,5,6,5,5,6,"2025-01-24 17:20:18",2,"2025-01-24 14:24:10",,1,,,2
33,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,august_2024_arm_5,,"2025-01-24 14:22:21",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1,2,9,4,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:24:08",3,2,1998,CA05,2,"2025-01-24 14:27:33",,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,0,0,0,0,0,3,2,2,1,3,4,3,2,3,1,4,4,"2025-01-24 16:24:10",2,"2025-01-24 14:28:06",1,,,,2
34,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:23:26",shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev,2,7,4,4,4,3,1,3,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,2,"2025-01-24 14:23:58",13,1,1997,CA05,2,"2025-01-24 14:25:12",,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1,0,0,0,0,0,0,0,1,3,3,2,5,4,7,4,2,3,3,4,"2025-01-24 14:24:03",2,"2025-01-24 14:25:27",,,3,,2
35,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,august_2024_arm_5,,"[not completed]",q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1,1,7,,1,2,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,0
36,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,august_2024_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:20:18",q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2,1,7,4,3,1,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:20:46",13,2,2002,NE28,2,"2025-01-24 14:22:09",,,,,,,,,,,,,,,,,,,,,,,,,,,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,0,3,3,1,1,2,1,7,2,1,5,5,3,"2025-01-24 16:20:48",2,"2025-01-24 14:22:24",,1,,,2
37,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:22:31",q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material,2,8,4,2,3,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,"2025-01-24 14:24:43",3,1,1997,IL14,2,"2025-01-24 14:27:34",,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,0,0,0,0,0,2,2,3,1,4,2,7,3,1,1,3,4,"2025-01-24 16:25:30",2,"2025-01-24 14:28:06",,,1,,2
38,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,august_2024_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-24 14:24:48",q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev,3,1,6,2,2,1,1,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,6,2,"2025-01-24 14:26:37",3,1,2003,NY33,2,"2025-01-24 14:30:54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,0,0,0,0,0,3,55,5,4,5,3,7,4,5,4,5,4,"2025-01-24 16:26:39",2,,,,,,0
39,consent_august_202_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
